Name,Image URL,Product URL,Price (INR Numeric),Price (INR Formatted),Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading
AMD Ryzen 7 9800X3D 4.7 GHz 8-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/7e2d17b7b777f8b56e1b5119aa97be20.256p.jpg,https://pcpartpicker.com/product/fPyH99/amd-ryzen-7-9800x3d-47-ghz-8-core-processor-100-1000001084wof,,54883.0,AMD,100-1000001084WOF,AMD Ryzen 7,Zen 5,Granite Ridge,AM5,8,4.7 GHz,5.2 GHz,,,8 MB,96 MB,120 W,Radeon,192 GB,Yes,No,Boxed,4 nm,No,Yes
AMD Ryzen 7 7800X3D 4.2 GHz 8-Core Processor,,https://pcpartpicker.com/product/3hyH99/amd-ryzen-7-7800x3d-42-ghz-8-core-processor-100-100000910wof,,46593.0,AMD,100-100000910WOF,AMD Ryzen 7,Zen 4,Raphael,AM5,8,4.2 GHz,5 GHz,,,8 MB,96 MB,120 W,Radeon,128 GB,Yes,No,Boxed,5 nm,No,Yes
AMD Ryzen 5 9600X 3.9 GHz 6-Core Processor,,https://pcpartpicker.com/product/4r4Zxr/amd-ryzen-5-9600x-39-ghz-6-core-processor-100-100001405wof,,24172.0,AMD,100-100001405WOF,AMD Ryzen 5,Zen 5,Granite Ridge,AM5,6,3.9 GHz,5.4 GHz,,,6 MB,32 MB,65 W,Radeon,192 GB,Yes,No,Boxed,4 nm,No,Yes
AMD Ryzen 5 7600X 4.7 GHz 6-Core Processor,,https://pcpartpicker.com/product/66C48d/amd-ryzen-5-7600x-47-ghz-6-core-processor-100-100000593wof,,23238.0,AMD,100-100000593WOF,AMD Ryzen 5,Zen 4,Raphael,AM5,6,4.7 GHz,5.3 GHz,,,6 MB,32 MB,105 W,Radeon,128 GB,Yes,No,Boxed,5 nm,No,Yes
AMD Ryzen 9 9950X3D 4.3 GHz 16-Core Processor,,https://pcpartpicker.com/product/Pk62FT/amd-ryzen-9-9950x3d-43-ghz-16-core-processor-100-100000719wof,,78892.0,AMD,100-100000719WOF,AMD Ryzen 9,Zen 5,Granite Ridge,AM5,16,4.3 GHz,5.7 GHz,,,16 MB,128 MB,170 W,Radeon,192 GB,Yes,No,Boxed,4 nm,No,Yes
AMD Ryzen 5 5500 3.6 GHz 6-Core Processor,,https://pcpartpicker.com/product/yq2WGX/amd-ryzen-5-5500-36-ghz-6-core-processor-100-100000457box,,10743.0,AMD,100-100000457BOX,AMD Ryzen 5,Zen 3,Cezanne,AM4,6,3.6 GHz,4.2 GHz,,,3 MB,16 MB,65 W,,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD Ryzen 7 9700X 3.8 GHz 8-Core Processor,,https://pcpartpicker.com/product/YMzXsY/amd-ryzen-7-9700x-38-ghz-8-core-processor-100-100001404wof,,38476.0,AMD,100-100001404WOF,AMD Ryzen 7,Zen 5,Granite Ridge,AM5,8,3.8 GHz,5.5 GHz,,,8 MB,32 MB,65 W,Radeon,192 GB,Yes,No,Boxed,4 nm,No,Yes
AMD Ryzen 5 5600 3.5 GHz 6-Core Processor,,https://pcpartpicker.com/product/PgcG3C/amd-ryzen-5-5600-36-ghz-6-core-processor-100-100000927box,,19967.0,AMD,100-100000927BOX,AMD Ryzen 5,Zen 3,Vermeer,AM4,6,3.5 GHz,4.4 GHz,,,3 MB,32 MB,65 W,,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD Ryzen 7 7700X 4.5 GHz 8-Core Processor,,https://pcpartpicker.com/product/WfqPxr/amd-ryzen-7-7700x-45-ghz-8-core-processor-100-100000591wof,,29777.0,AMD,100-100000591WOF,AMD Ryzen 7,Zen 4,Raphael,AM5,8,4.5 GHz,5.4 GHz,,,8 MB,32 MB,105 W,Radeon,128 GB,Yes,No,Boxed,5 nm,No,Yes
AMD Ryzen 7 5800X 3.8 GHz 8-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/9b4cefb2e43f2c358f3a97a31e1be90b.256p.jpg,https://pcpartpicker.com/product/qtvqqs/amd-ryzen-7-5800x-38-ghz-8-core-processor-100-100000063wof,,29071.0,AMD,100-100000063WOF,AMD Ryzen 7,Zen 3,Vermeer,AM4,8,3.8 GHz,4.7 GHz,,,4 MB,32 MB,105 W,,128 GB,No,No,Boxed,7 nm,No,Yes
AMD Ryzen 5 3600 3.6 GHz 6-Core Processor,,https://pcpartpicker.com/product/9nm323/amd-ryzen-5-3600-36-thz-6-core-processor-100-100000031box,,22018.0,AMD,Ryzen 5 3600,AMD Ryzen 5,Zen 2,Matisse,AM4,6,3.6 GHz,4.2 GHz,,,3 MB,32 MB,65 W,,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD Ryzen 5 5600X 3.7 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/3ef757133d38ac40afe75da691ba7d60.256p.jpg,https://pcpartpicker.com/product/g94BD3/amd-ryzen-5-5600x-37-ghz-6-core-processor-100-100000065box,,25515.0,AMD,100-100000065BOX,AMD Ryzen 5,Zen 3,Vermeer,AM4,6,3.7 GHz,4.6 GHz,,,3 MB,32 MB,65 W,,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD Ryzen 7 5700X 3.4 GHz 8-Core Processor,,https://pcpartpicker.com/product/JmhFf7/amd-ryzen-7-5700x-34-ghz-8-core-processor-100-100000926wof,,26945.0,AMD,100-100000926WOF,AMD Ryzen 7,Zen 3,Vermeer,AM4,8,3.4 GHz,4.6 GHz,,,4 MB,32 MB,65 W,,128 GB,No,No,Boxed,7 nm,No,Yes
Intel Core i7-14700K 3.4 GHz 20-Core Processor,,https://pcpartpicker.com/product/BmWJ7P/intel-core-i7-14700k-34-ghz-20-core-processor-bx8071514700k,,42037.0,Intel,BX8071514700K,Intel Core i7,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,20,3.4 GHz,5.6 GHz,2.5 GHz,4.3 GHz,28 MB,33 MB,125 W,Intel UHD Graphics 770,192 GB,Yes,No,Boxed,7 nm,No,Yes: Hyper-Threading
Intel Core i5-12400F 2.5 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/5fe3c9cc8cbaaa4aa52aed7389d2cc10.256p.jpg,https://pcpartpicker.com/product/pQNxFT/intel-core-i5-12400f-25-ghz-6-core-processor-bx8071512400f,,21018.0,Intel,BX8071512400F,Intel Core i5,Alder Lake,Alder Lake,LGA1700,6,2.5 GHz,4.4 GHz,,,7.5 MB,18 MB,65 W,,128 GB,No,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 9 9900X 4.4 GHz 12-Core Processor,,https://pcpartpicker.com/product/Z6GhP6/amd-ryzen-9-9900x-44-ghz-12-core-processor-100-100000662wof,,45541.0,AMD,100-100000662WOF,AMD Ryzen 9,Zen 5,Granite Ridge,AM5,12,4.4 GHz,5.6 GHz,,,12 MB,64 MB,120 W,Radeon,192 GB,Yes,No,Boxed,4 nm,No,Yes
Intel Core i9-14900K 3.2 GHz 24-Core Processor,,https://pcpartpicker.com/product/ZLjRsY/intel-core-i9-14900k-32-ghz-24-core-processor-bx8071514900k,,54766.0,Intel,BX8071514900K,Intel Core i9,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,24,3.2 GHz,6 GHz,2.4 GHz,4.4 GHz,32 MB,36 MB,125 W,Intel UHD Graphics 770,192 GB,Yes,No,Boxed,7 nm,No,Yes: Hyper-Threading
AMD Ryzen 7 5800XT 3.8 GHz 8-Core Processor,,https://pcpartpicker.com/product/fN88TW/amd-ryzen-7-5800xt-38-ghz-8-core-processor-100-100001582box,,25574.0,AMD,100-100001582BOX,AMD Ryzen 7,Zen 3,Vermeer,AM4,8,3.8 GHz,4.8 GHz,,,4 MB,32 MB,105 W,,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD Ryzen 5 7500F 3.7 GHz 6-Core OEM/Tray Processor,,https://pcpartpicker.com/product/ms4Zxr/amd-ryzen-5-7500f-37-ghz-6-core-oemtray-processor-100-000000597,,20848.0,AMD,100-000000597,AMD Ryzen 5,Zen 4,Raphael,AM5,6,3.7 GHz,5 GHz,,,6 MB,32 MB,65 W,,128 GB,Yes,No,OEM/Tray,5 nm,No,Yes
AMD Ryzen 5 7600 3.8 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/f0d757d712dd7145ecf00152653e5ec1.256p.jpg,https://pcpartpicker.com/product/yXmmP6/amd-ryzen-5-7600-38-ghz-6-core-processor-100-100001015box,,23879.0,AMD,100-100001015BOX,AMD Ryzen 5,Zen 4,Raphael,AM5,6,3.8 GHz,5.1 GHz,,,6 MB,32 MB,65 W,Radeon,128 GB,Yes,Yes,Boxed,5 nm,Yes,Yes
AMD Ryzen 7 5800X3D 3.4 GHz 8-Core Processor,,https://pcpartpicker.com/product/CZ3gXL/amd-ryzen-7-5800x3d-34-ghz-8-core-processor-100-100000651wof,,23351.0,AMD,100-100000651WOF,AMD Ryzen 7,Zen 3,Vermeer-X,AM4,8,3.4 GHz,4.5 GHz,,,4 MB,96 MB,105 W,,128 GB,No,No,Boxed,7 nm,No,Yes
Intel Core Ultra 7 265K 3.9 GHz 20-Core Processor,,https://pcpartpicker.com/product/mBsV3C/intel-core-ultra-7-265k-39-ghz-20-core-processor-bx80768265k,,35252.0,Intel,BX80768265K,Intel Core Ultra 7,Arrow Lake,Arrow Lake,LGA1851,20,3.9 GHz,5.5 GHz,3.3 GHz,4.6 GHz,36 MB,30 MB,125 W,Intel Xe,256 GB,Yes,No,Boxed,3 nm,No,No
AMD Ryzen 9 7900X 4.7 GHz 12-Core Processor,,https://pcpartpicker.com/product/bwxRsY/amd-ryzen-9-7900x-47-ghz-12-core-processor-100-100000589wof,,39153.0,AMD,100-100000589WOF,AMD Ryzen 9,Zen 4,Raphael,AM5,12,4.7 GHz,5.6 GHz,,,12 MB,64 MB,170 W,Radeon,128 GB,Yes,No,Boxed,5 nm,No,Yes
Intel Core Ultra 9 285K 3.7 GHz 24-Core Processor,,https://pcpartpicker.com/product/VHYRsY/intel-core-ultra-9-285k-37-ghz-24-core-processor-bx80768285k,,67727.0,Intel,BX80768285K,Intel Core Ultra 9,Arrow Lake,Arrow Lake,LGA1851,24,3.7 GHz,5.7 GHz,3.2 GHz,4.6 GHz,40 MB,36 MB,125 W,Intel Xe,256 GB,Yes,No,Boxed,3 nm,No,No
Intel Core i5-12600KF 3.7 GHz 10-Core Processor,,https://pcpartpicker.com/product/Tk8bt6/intel-core-i5-12600kf-37-ghz-6-core-processor-bx8071512600kf,,19851.0,Intel,BX8071512600KF,Intel Core i5,Alder Lake,Alder Lake,LGA1700,10,3.7 GHz,4.9 GHz,2.8 GHz,3.6 GHz,9.5 MB,20 MB,125 W,,128 GB,No,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i5-14600K 3.5 GHz 14-Core Processor,,https://pcpartpicker.com/product/jXFmP6/intel-core-i5-14600k-35-ghz-14-core-processor-bx8071514600k,,32230.0,Intel,BX8071514600K,Intel Core i5,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,14,3.5 GHz,5.3 GHz,2.6 GHz,4 GHz,20 MB,24 MB,125 W,Intel UHD Graphics 770,192 GB,Yes,No,Boxed,7 nm,No,Yes: Hyper-Threading
AMD Threadripper 3990X 2.9 GHz 64-Core Processor,,https://pcpartpicker.com/product/KWmFf7/amd-threadripper-3990x-29-ghz-64-core-processor-100-100000163wof,,349975.0,AMD,100-100000163WOF,AMD Threadripper,Zen 2,Castle Peak,sTRX4,64,2.9 GHz,4.3 GHz,,,32 MB,256 MB,280 W,,1024 GB,Yes,No,Boxed,7 nm,No,Yes
Intel Core i7-12700KF 3.6 GHz 12-Core Processor,,https://pcpartpicker.com/product/YDM48d/intel-core-i7-12700kf-36-ghz-8-core-processor-bx8071512700kf,,31119.0,Intel,BX8071512700KF,Intel Core i7,Alder Lake,Alder Lake,LGA1700,12,3.6 GHz,5 GHz,2.7 GHz,3.8 GHz,12 MB,25 MB,125 W,,128 GB,No,No,Boxed,10 nm,No,Yes: Hyper-Threading
AMD Ryzen 9 5900X 3.7 GHz 12-Core Processor,,https://pcpartpicker.com/product/KwLwrH/amd-ryzen-9-5900x-37-ghz-12-core-processor-100-100000061wof,,31646.0,AMD,100-100000061WOF,AMD Ryzen 9,Zen 3,Vermeer,AM4,12,3.7 GHz,4.8 GHz,,,6 MB,64 MB,105 W,,128 GB,No,No,Boxed,7 nm,No,Yes
AMD Ryzen 5 7600X3D 4.1 GHz 6-Core Processor,,https://pcpartpicker.com/product/RVhv6h/amd-ryzen-5-7600x3d-41-ghz-6-core-processor-100-100001721wof,,40228.0,AMD,100-100001721WOF,AMD Ryzen 5,Zen 4,Raphael,AM5,6,4.1 GHz,4.7 GHz,,,6 MB,96 MB,65 W,Radeon,128 GB,Yes,No,Boxed,5 nm,No,Yes
AMD Ryzen 9 5950X 3.4 GHz 16-Core Processor,,https://pcpartpicker.com/product/Qk2bt6/amd-ryzen-9-5950x-34-ghz-16-core-processor-100-100000059wof,,45425.0,AMD,100-100000059WOF,AMD Ryzen 9,Zen 3,Vermeer,AM4,16,3.4 GHz,4.9 GHz,,,8 MB,64 MB,105 W,,128 GB,No,No,Boxed,7 nm,No,Yes
AMD Ryzen 7 5700G 3.8 GHz 8-Core Processor,,https://pcpartpicker.com/product/ycGbt6/amd-ryzen-7-5700g-38-ghz-8-core-processor-100-100000263box,,27973.0,AMD,100-100000263BOX,AMD Ryzen 7,Zen 3,Cezanne,AM4,8,3.8 GHz,4.6 GHz,,,4 MB,16 MB,65 W,Radeon Vega 8,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i5-14400F 2.5 GHz 10-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/1a89e55daad13315da1822c1630dc26c.256p.jpg,https://pcpartpicker.com/product/QkP8TW/intel-core-i5-14400f-25-ghz-10-core-processor-bx8071514400f,,26040.0,Intel,BX8071514400F,Intel Core i5,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,10,2.5 GHz,4.7 GHz,1.8 GHz,3.5 GHz,9.5 MB,20 MB,65 W,,192 GB,Yes,Yes,Boxed,7 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 5 8500G 4.1 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/2a87a9a2a5a34b013ae637285470d93a.256p.jpg,https://pcpartpicker.com/product/y3XV3C/amd-ryzen-5-8500g-41-ghz-6-core-processor-100-100000931box,,17516.0,AMD,100-100000931BOX,AMD Ryzen 5,Zen 4,Phoenix 2,AM5,6,4.1 GHz,5 GHz,3.3 GHz,3.7 GHz,6 MB,16 MB,65 W,Radeon 740M,,No,Yes,Boxed,4 nm,Yes,Yes
AMD Ryzen 7 3700X 3.6 GHz 8-Core Processor,,https://pcpartpicker.com/product/QKJtt6/amd-ryzen-7-3700x-36-ghz-8-core-processor-100-100000071box,,32580.0,AMD,Ryzen 7 3700X,AMD Ryzen 7,Zen 2,Matisse,AM4,8,3.6 GHz,4.4 GHz,,,4 MB,32 MB,65 W,,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD Ryzen 9 9950X 4.3 GHz 16-Core Processor,,https://pcpartpicker.com/product/T6GhP6/amd-ryzen-9-9950x-43-ghz-16-core-processor-100-100001277wof,,61190.0,AMD,100-100001277WOF,AMD Ryzen 9,Zen 5,Granite Ridge,AM5,16,4.3 GHz,5.7 GHz,,,16 MB,64 MB,170 W,Radeon,192 GB,Yes,No,Boxed,4 nm,No,Yes
AMD Ryzen 5 5600G 3.9 GHz 6-Core Processor,,https://pcpartpicker.com/product/sYmmP6/amd-ryzen-5-5600g-39-ghz-6-core-processor-100-100000252box,,22770.0,AMD,100-100000252BOX,AMD Ryzen 5,Zen 3,Cezanne,AM4,6,3.9 GHz,4.4 GHz,,,3 MB,16 MB,65 W,Radeon Vega 7,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD Ryzen 7 5700X3D 3 GHz 8-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/7945bbda871bfbf95a9138fd184f4a6e.256p.jpg,https://pcpartpicker.com/product/3ZKscf/amd-ryzen-7-5700x3d-3-ghz-8-core-processor-100-100001503wof,,,AMD,100-100001503WOF,AMD Ryzen 7,Zen 3,Vermeer-X,AM4,8,3 GHz,4.1 GHz,,,4 MB,96 MB,105 W,,128 GB,No,No,Boxed,7 nm,No,Yes
Intel Core i9-12900K 3.2 GHz 16-Core Processor,,https://pcpartpicker.com/product/gGH7YJ/intel-core-i9-12900k-32-ghz-8-core-processor-bx8071512900k,,47585.0,Intel,BX8071512900K,Intel Core i9,Alder Lake,Alder Lake,LGA1700,16,3.2 GHz,5.2 GHz,2.4 GHz,3.9 GHz,14 MB,30 MB,125 W,Intel UHD Graphics 770,128 GB,No,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i5-14600KF 3.5 GHz 14-Core Processor,,https://pcpartpicker.com/product/zyyH99/intel-core-i5-14600kf-35-ghz-14-core-processor-bx8071514600kf,,28609.0,Intel,BX8071514600KF,Intel Core i5,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,14,3.5 GHz,5.3 GHz,2.6 GHz,4 GHz,20 MB,24 MB,125 W,,192 GB,Yes,No,Boxed,7 nm,No,Yes: Hyper-Threading
Intel Core i7-12700K 3.6 GHz 12-Core Processor,,https://pcpartpicker.com/product/ZbddnQ/intel-core-i7-12700k-36-ghz-8-core-processor-bx8071512700k,,33572.0,Intel,BX8071512700K,Intel Core i7,Alder Lake,Alder Lake,LGA1700,12,3.6 GHz,5 GHz,2.7 GHz,3.8 GHz,12 MB,25 MB,125 W,Intel UHD Graphics 770,128 GB,No,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i5-12600K 3.7 GHz 10-Core Processor,,https://pcpartpicker.com/product/BB4Ycf/intel-core-i5-12600k-37-ghz-6-core-processor-bx8071512600k,,21661.0,Intel,BX8071512600K,Intel Core i5,Alder Lake,Alder Lake,LGA1700,10,3.7 GHz,4.9 GHz,2.8 GHz,3.6 GHz,9.5 MB,20 MB,125 W,Intel UHD Graphics 770,128 GB,No,No,Boxed,10 nm,No,Yes: Hyper-Threading
AMD Ryzen 7 5700 3.7 GHz 8-Core Processor,,https://pcpartpicker.com/product/9NFmP6/amd-ryzen-7-5700-37-ghz-8-core-processor-100-000000743box,,19677.0,AMD,100-000000743BOX,AMD Ryzen 7,Zen 3,Cezanne,AM4,8,3.7 GHz,4.6 GHz,,,4 MB,16 MB,65 W,,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD Ryzen 5 8400F 4.2 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/2c2a93ae222699dace151a0f718e21c0.256p.jpg,https://pcpartpicker.com/product/DpcgXL/amd-ryzen-5-8400f-42-ghz-6-core-processor-100-100001591box,,19145.0,AMD,100-100001591BOX,AMD Ryzen 5,Zen 4,Phoenix 1,AM5,6,4.2 GHz,4.7 GHz,,,6 MB,16 MB,65 W,,256 GB,No,Yes,Boxed,4 nm,Yes,Yes
AMD Ryzen 9 9900X3D 4.4 GHz 12-Core Processor,,https://pcpartpicker.com/product/d7TFf7/amd-ryzen-9-9900x3d-44-ghz-12-core-processor-100-1000001368wof,,69948.0,AMD,100-1000001368WOF,AMD Ryzen 9,Zen 5,Granite Ridge,AM5,12,4.4 GHz,5.5 GHz,,,12 MB,128 MB,120 W,Radeon,192 GB,Yes,No,Boxed,4 nm,No,Yes
AMD Ryzen 5 5600XT 3.7 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/a010fc03fea2809af2c8fd966fbd483c.256p.jpg,https://pcpartpicker.com/product/GY6NnQ/amd-ryzen-5-5600xt-37-ghz-6-core-processor-100-100001585box,,23060.0,AMD,100-100001585BOX,AMD Ryzen 5,Zen 3,Vermeer,AM4,6,3.7 GHz,4.7 GHz,,,3 MB,32 MB,65 W,,128 GB,Yes,Yes,Boxed,7 nm,Yes,Yes
AMD Ryzen 7 7700 3.6 GHz 8-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/6e6bcad6744a6a7302394f2edf5a6e34.256p.jpg,https://pcpartpicker.com/product/dXmmP6/amd-ryzen-7-7700-36-ghz-8-core-processor-100-100000592box,,43195.0,AMD,100-100000592BOX,AMD Ryzen 7,Zen 4,Raphael,AM5,8,3.6 GHz,5.3 GHz,,,8 MB,32 MB,65 W,Radeon,128 GB,Yes,Yes,Boxed,5 nm,Yes,Yes
AMD Ryzen 7 8700F 4.1 GHz 8-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/b6ab2ee57b91c56a92a3da6346e47627.256p.jpg,https://pcpartpicker.com/product/CsGhP6/amd-ryzen-7-8700f-41-ghz-8-core-processor-100-100001590box,,29073.0,AMD,100-100001590BOX,AMD Ryzen 7,Zen 4,Phoenix 1,AM5,8,4.1 GHz,5 GHz,,,8 MB,16 MB,65 W,,256 GB,No,Yes,Boxed,4 nm,Yes,Yes
AMD Ryzen 5 4500 3.6 GHz 6-Core Processor,,https://pcpartpicker.com/product/m8BG3C/amd-ryzen-5-4500-36-ghz-6-core-processor-100-100000644box,,11574.0,AMD,100-100000644BOX,AMD Ryzen 5,Zen 2,Renoir-X,AM4,6,3.6 GHz,4.1 GHz,,,3 MB,8 MB,65 W,,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core Ultra 7 265KF 3.9 GHz 20-Core Processor,,https://pcpartpicker.com/product/8myH99/intel-core-ultra-7-265kf-39-ghz-20-core-processor-bx80768265kf,,34331.0,Intel,BX80768265KF,Intel Core Ultra 7,Arrow Lake,Arrow Lake,LGA1851,20,3.9 GHz,5.5 GHz,3.3 GHz,4.6 GHz,36 MB,30 MB,125 W,,256 GB,No,No,Boxed,3 nm,No,No
AMD Ryzen 5 5600GT 3.6 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/7a6babfed0885332f51c70772687fcd1.256p.jpg,https://pcpartpicker.com/product/7XGhP6/amd-ryzen-5-5600gt-36-ghz-6-core-processor-100-100001488box,,20785.0,AMD,100-100001488BOX,AMD Ryzen 5,Zen 3,Cezanne,AM4,6,3.6 GHz,4.6 GHz,,,3 MB,16 MB,65 W,Radeon Vega 7,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i7-14700F 2.1 GHz 20-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/367d869b80f32e8faa3075378677e28e.256p.jpg,https://pcpartpicker.com/product/9jCZxr/intel-core-i7-14700f-21-ghz-20-core-processor-bx8071514700f,,45644.0,Intel,BX8071514700F,Intel Core i7,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,20,2.1 GHz,5.4 GHz,1.5 GHz,4.2 GHz,28 MB,33 MB,65 W,,192 GB,Yes,Yes,Boxed,7 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 3 3200G 3.6 GHz Quad-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/3567a863156c083a7d4c8fcb7e0dbdac.256p.jpg,https://pcpartpicker.com/product/J8drxr/amd-ryzen-3-3200g-36-ghz-quad-core-processor-yd3200c5fhbox,,7519.0,AMD,Ryzen 3 3200G,AMD Ryzen 3,Zen+,Picasso,AM4,4,3.6 GHz,4 GHz,,,2 MB,4 MB,65 W,Radeon Vega 8,64 GB,No,Yes,Boxed,12 nm,Yes,No
Intel Core i3-12100F 3.3 GHz Quad-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/c67d8f42c0e57b268f068172e9a3f571.256p.jpg,https://pcpartpicker.com/product/grhFf7/intel-core-i3-12100f-33-ghz-quad-core-processor-bx8071512100f,,11325.0,Intel,BX8071512100F,Intel Core i3,Alder Lake,Alder Lake,LGA1700,4,3.3 GHz,4.3 GHz,,,5 MB,12 MB,58 W,,128 GB,No,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
Intel Core i9-14900KF 3.2 GHz 24-Core Processor,,https://pcpartpicker.com/product/YJRwrH/intel-core-i9-14900kf-32-ghz-24-core-processor-bx8071514900kf,,54883.0,Intel,BX8071514900KF,Intel Core i9,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,24,3.2 GHz,6 GHz,2.4 GHz,4.4 GHz,32 MB,36 MB,125 W,,192 GB,Yes,No,Boxed,7 nm,No,Yes: Hyper-Threading
Intel Core Ultra 5 225F 3.3 GHz 10-Core Processor,,https://pcpartpicker.com/product/pkdMnQ/intel-core-ultra-5-225f-33-ghz-10-core-processor-bx80768225f,,18448.0,Intel,BX80768225F,Intel Core Ultra 5,Arrow Lake,Arrow Lake,LGA1851,10,3.3 GHz,4.9 GHz,2.7 GHz,4.4 GHz,22 MB,20 MB,65 W,,256 GB,No,Yes,Boxed,3 nm,Yes,No
Intel Core i5-10400F 2.9 GHz 6-Core Processor,,https://pcpartpicker.com/product/vrhmP6/intel-core-i5-10400f-29-ghz-6-core-processor-bx8070110400f,,17768.0,Intel,BX8070110400F,Intel Core i5,Comet Lake,Comet Lake,LGA1200,6,2.9 GHz,4.3 GHz,,,1.5 MB,12 MB,65 W,,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 5 2600 3.4 GHz 6-Core Processor,,https://pcpartpicker.com/product/jLF48d/amd-ryzen-5-2600-34ghz-6-core-processor-yd2600bbafbox,,11676.0,AMD,YD2600BBAFBOX,AMD Ryzen 5,Zen+,Pinnacle Ridge,AM4,6,3.4 GHz,3.9 GHz,,,3 MB,15.99 MB,65 W,,64 GB,No,Yes,Boxed,12 nm,Yes,Yes
Intel Core Ultra 5 245K 4.2 GHz 14-Core Processor,,https://pcpartpicker.com/product/xNXV3C/intel-core-ultra-5-245k-42-ghz-14-core-processor-bx80768245k,,26845.0,Intel,BX80768245K,Intel Core Ultra 5,Arrow Lake,Arrow Lake,LGA1851,14,4.2 GHz,5.2 GHz,3.6 GHz,4.6 GHz,26 MB,24 MB,125 W,Intel Xe,256 GB,Yes,No,Boxed,3 nm,No,No
Intel Core i7-9700K 3.6 GHz 8-Core Processor,,https://pcpartpicker.com/product/WtyV3C/intel-core-i7-9700k-36ghz-8-core-processor-bx80684i79700k,,30245.0,Intel,BX80684I79700K,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,3.6 GHz,4.9 GHz,,,2 MB,12 MB,95 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,No
Intel Core i7-14700KF 3.4 GHz 20-Core Processor,,https://pcpartpicker.com/product/TWP8TW/intel-core-i7-14700kf-34-ghz-20-core-processor-bx8071514700kf,,43206.0,Intel,BX8071514700KF,Intel Core i7,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,20,3.4 GHz,5.6 GHz,2.5 GHz,4.3 GHz,28 MB,33 MB,125 W,,192 GB,Yes,No,Boxed,7 nm,No,Yes: Hyper-Threading
AMD Ryzen 9 7950X3D 4.2 GHz 16-Core Processor,,https://pcpartpicker.com/product/X6XV3C/amd-ryzen-9-7950x3d-42-ghz-16-core-processor-100-100000908wof,,76019.0,AMD,100-100000908WOF,AMD Ryzen 9,Zen 4,Raphael,AM5,16,4.2 GHz,5.7 GHz,,,16 MB,128 MB,120 W,Radeon,128 GB,Yes,No,Boxed,5 nm,No,Yes
