Name,Image URL,Product URL,Price (INR Numeric),Price (INR Formatted),Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading
AMD FX-9590 4.7 GHz 8-Core OEM/Tray Processor,,https://pcpartpicker.com/product/pGrG3C/amd-cpu-fd9590fhhkwof,,33465.0,AMD,FD9590FHHKWOF,AMD FX,Piledriver,Vishera,AM3+,8,4.7 GHz,5 GHz,,,8 MB,8 MB,220 W,,,No,No,OEM/Tray,32 nm,No,No
Intel Core i9-10900 2.8 GHz 10-Core Processor,,https://pcpartpicker.com/product/wW7p99/intel-core-i9-10900-28-ghz-10-core-processor-bx8070110900,,,Intel,BX8070110900,Intel Core i9,Comet Lake,Comet Lake,LGA1200,10,2.8 GHz,5.2 GHz,,,2.5 MB,20 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Pentium Gold G5420 3.8 GHz Dual-Core Processor,,https://pcpartpicker.com/product/v2xbt6/intel-pentium-gold-g5420-38-ghz-dual-core-processor-bx80684g5420,,3269.0,Intel,BX80684G5420,Intel Pentium Gold,Coffee Lake,Coffee Lake,LGA1151,2,3.8 GHz,,,,0.5 MB,4 MB,54 W,Intel UHD Graphics 610,64 GB,Yes,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i7-950 3.06 GHz Quad-Core Processor,,https://pcpartpicker.com/product/3LNp99/intel-cpu-bx80601950,,9827.0,Intel,BX80601950,Intel Core i7,Nehalem,Bloomfield,LGA1366,4,3.06 GHz,,,,1 MB,8 MB,130 W,,,No,Yes,Boxed,45 nm,Yes,Yes: Hyper-Threading
AMD Threadripper 1900X 3.8 GHz 8-Core Processor,,https://pcpartpicker.com/product/BvgPxr/amd-threadripper-1900x-38ghz-8-core-processor-yd190xa8aewof,,28142.0,AMD,YD190XA8AEWOF,AMD Threadripper,Zen,Whitehaven,sTR4,8,3.8 GHz,4 GHz,,,4 MB,16 MB,180 W,,1024 GB,Yes,No,Boxed,14 nm,No,Yes
AMD Ryzen 9 3900X 3.8 GHz 12-Core OEM/Tray Processor,https://cdna.pcpartpicker.com/static/forever/images/product/24ff507103b5ff52377621b24930dddd.256p.jpg,https://pcpartpicker.com/product/pQ3H99/amd-ryzen-9-3900x-36-ghz-12-core-oemtray-processor-100-000000023,,,AMD,100-000000023,AMD Ryzen 9,Zen 2,Matisse,AM4,12,3.8 GHz,4.6 GHz,,,6 MB,64 MB,105 W,,128 GB,No,No,OEM/Tray,7 nm,No,Yes
Intel Core 2 Duo E8400 3 GHz Dual-Core OEM/Tray Processor,,https://pcpartpicker.com/product/Kwbp99/intel-cpu-eu80570pj0806m,,3217.0,Intel,EU80570PJ0806M,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,3 GHz,,,,6 MB,0 MB,65 W,,,No,No,OEM/Tray,45 nm,No,No
Intel Core i5-6500 3.2 GHz Quad-Core OEM/Tray Processor,,https://pcpartpicker.com/product/8GcMnQ/intel-cpu-cm8066201920404,,17509.0,Intel,CM8066201920404,Intel Core i5,Skylake,Skylake-S,LGA1151,4,3.2 GHz,3.6 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 530,64 GB,No,No,OEM/Tray,14 nm,No,No
Intel Core i7-7820X 3.6 GHz 8-Core Processor,,https://pcpartpicker.com/product/C2dFf7/intel-i7-7820x-36ghz-8-core-processor-bx80673i77820x,,40870.0,Intel,BX80673I77820X,Intel Core i7,Skylake,Skylake-X,LGA2066,8,3.6 GHz,4.5 GHz,,,8 MB,11 MB,140 W,,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i5-7600 3.5 GHz Quad-Core Processor,,https://pcpartpicker.com/product/3pWrxr/intel-core-i5-7600-35ghz-quad-core-processor-bx80677i57600,,19017.0,Intel,BX80677I57600,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,3.5 GHz,4.1 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 630,64 GB,No,Yes,Boxed,14 nm,Yes,No
