Name,Image URL,Product URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,HDMI 2.1b Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,DisplayPort 2.1a Outputs,DisplayPort 2.1b Outputs,SLI/CrossFire
Gigabyte WINDFORCE OC SFF GeForce RTX 5070 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/136567e8e098d881d15de177db1e9243.256p.jpg,https://pcpartpicker.com/product/PxG2FT/gigabyte-windforce-oc-sff-geforce-rtx-5070-12-gb-video-card-gv-n5070wf3oc-12gd,70122.0,Gigabyte,GV-N5070WF3OC-12GD,GeForce RTX 5070,12 GB,GDDR7,2160 MHz,2542 MHz,28000 MHz,PCIe x16,Black,G-Sync,282 mm,250 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
MSI GeForce RTX 3060 Ventus 2X 12G GeForce RTX 3060 12GB 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/dbc81b89efc82ce66fb2e3ab7e0f0658.256p.jpg,https://pcpartpicker.com/product/pD8bt6/msi-geforce-rtx-3060-ventus-2x-12g-geforce-rtx-3060-12gb-12-gb-video-card-rtx3060ventus2x12goc,35031.0,MSI,"RTX3060Ventus2X12GOC, GeForce RTX 3060 VENTUS 2X 12G OC, V397-022R, 912-V397-039",GeForce RTX 3060 12GB,12 GB,GDDR6,1320 MHz,1777 MHz,15000 MHz,PCIe x16,Black,G-Sync,235 mm,170 W,2,2,2 Fans,1 x PCIe 8-pin,1.0,3.0,,,,,,,,,
Gigabyte GAMING OC Radeon RX 9060 XT 16 GB Video Card,,https://pcpartpicker.com/product/TcG2FT/gigabyte-gaming-oc-radeon-rx-9060-xt-16-gb-video-card-gv-r9060xtgaming-oc-16gd,61890.0,Gigabyte,GV-R9060XTGAMING OC-16GD,Radeon RX 9060 XT,16 GB,GDDR6,2220 MHz,3320 MHz,,PCIe x16,Black,FreeSync,281 mm,160 W,2,2,3 Fans,1 x PCIe 8-pin,,,,,1.0,,,,2.0,,
Asus ROG Astral OC GeForce RTX 5090 32 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/0161407080353d18971dcccd15dc3722.256p.jpg,https://pcpartpicker.com/product/WGG2FT/asus-rog-astral-oc-geforce-rtx-5090-32-gb-video-card-rog-astral-rtx5090-o32g-gaming,428361.0,Asus,"rog-astral-rtx5090-o32g-gaming, 90YV0LW0-M0NA00",GeForce RTX 5090,32 GB,GDDR7,2010 MHz,2610 MHz,,PCIe x16,Black / Silver,G-Sync,358 mm,575 W,2,4,4 Fans,1 x PCIe 16-pin 12VHPWR,,,,,2.0,,,,,3.0,
Asus PRIME GeForce RTX 5070 Ti 16 GB Video Card,,https://pcpartpicker.com/product/Cpbypg/asus-prime-geforce-rtx-5070-ti-16-gb-video-card-prime-rtx5070ti-16g,96922.0,Asus,"prime-rtx5070ti-16g, 90YV0MF1-M0NA00, 90YV0MF1-M0AA00",GeForce RTX 5070 Ti,16 GB,GDDR7,2300 MHz,2482 MHz,,PCIe x16,Black / White,G-Sync,306 mm,300 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
MSI SHADOW 2X OC GeForce RTX 5060 8 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/8c4f403aea1d6a32045a6368e23486c1.256p.jpg,https://pcpartpicker.com/product/Xwkqqs/msi-shadow-2x-oc-geforce-rtx-5060-8-gb-video-card-rtx-5060-8g-shadow-2x-oc,39645.0,MSI,"RTX 5060 8G SHADOW 2X OC, G5060-8S2C, GeForce RTX 5060 8G SHADOW 2X OC",GeForce RTX 5060,8 GB,GDDR7,2280 MHz,2535 MHz,,PCIe x16,Black / Silver,G-Sync,197 mm,155 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
Sapphire PULSE Radeon RX 9060 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/bb4fb586eae43c6dd135c6a5b97ddb52.256p.jpg,https://pcpartpicker.com/product/w2WmP6/sapphire-pulse-radeon-rx-9060-xt-16-gb-video-card-11350-03-20g,63543.0,Sapphire,11350-03-20G,Radeon RX 9060 XT,16 GB,GDDR6,2220 MHz,3290 MHz,,PCIe x16,Black,FreeSync,240 mm,170 W,2,3,2 Fans,1 x PCIe 8-pin,,,,,2.0,,,,1.0,,
Gigabyte GAMING OC Radeon RX 9070 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/c667996432f428a46dd9e6286ff95b5f.256p.jpg,https://pcpartpicker.com/product/h7RnTW/gigabyte-gaming-oc-radeon-rx-9070-xt-16-gb-video-card-gv-r9070xtgaming-oc-16gd,85828.0,Gigabyte,"GV-R9070XTGAMING OC-16GD, 9VR907XTGO-00-G10",Radeon RX 9070 XT,16 GB,GDDR6,2520 MHz,3060 MHz,,PCIe x16,Black,FreeSync,288 mm,304 W,2,3,3 Fans,3 x PCIe 8-pin,,,,,2.0,,,,2.0,,
Asus DUAL OC GeForce RTX 5060 Ti 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/59667fe806af75adbdce293b8f5fb626.256p.jpg,https://pcpartpicker.com/product/ss8Pxr/asus-dual-oc-geforce-rtx-5060-ti-16-gb-video-card-dual-rtx5060ti-o16g,81626.0,Asus,"dual-rtx5060ti-o16g, 90YV0MH0-M0NA00, 90YV0MH0-M0AA00, 90YV0MH0-MVAA00",GeForce RTX 5060 Ti,16 GB,GDDR7,2410 MHz,2632 MHz,,PCIe x16,Black / Silver,G-Sync,229 mm,180 W,2,3,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
Asus PRIME OC Radeon RX 9070 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/a276b7c0da9743accbc0a6e0d88732df.256p.jpg,https://pcpartpicker.com/product/WcHp99/asus-prime-oc-radeon-rx-9070-xt-16-gb-video-card-prime-rx9070xt-o16g,84077.0,Asus,"prime-rx9070xt-o16g, 90YV0L71-M0NA00",Radeon RX 9070 XT,16 GB,GDDR6,2460 MHz,3030 MHz,,PCIe x16,Black,FreeSync,312 mm,304 W,2,3,3 Fans,3 x PCIe 8-pin,,,,,,,,,3.0,,
MSI SHADOW 3X OC GeForce RTX 5080 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/d91d1da465afdceccb1152763b266b4a.256p.jpg,https://pcpartpicker.com/product/dQqNnQ/msi-shadow-3x-oc-geforce-rtx-5080-16-gb-video-card-geforce-rtx-5080-16g-shadow-3x-oc,141208.0,MSI,"GeForce RTX 5080 16G SHADOW 3X OC, G5080-16S3C",GeForce RTX 5080,16 GB,GDDR7,2300 MHz,2655 MHz,,PCIe x16,Black,G-Sync,303 mm,360 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Intel Limited Edition Arc B580 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/4d6582f8f760f3da54b0dc4f85a816d4.256p.jpg,https://pcpartpicker.com/product/Kt62FT/intel-limited-edition-arc-b580-12-gb-video-card-31p06hb0ba,43375.0,Intel,"31P06HB0BA, INT-31P06HB0BA",Arc B580,12 GB,GDDR6,2670 MHz,,,PCIe x16,Black,,272 mm,190 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,,,,3.0,,,
Gigabyte WINDFORCE SFF GeForce RTX 5070 Ti 16 GB Video Card,,https://pcpartpicker.com/product/8PFCmG/gigabyte-windforce-sff-geforce-rtx-5070-ti-16-gb-video-card-gv-n507twf3-16gd,155346.0,Gigabyte,GV-N507TWF3-16GD,GeForce RTX 5070 Ti,16 GB,GDDR7,2452 MHz,,28000 MHz,PCIe x16,Black,G-Sync,304 mm,300 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte WINDFORCE OC GeForce RTX 5060 8 GB PCIe x8 Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/b5efd683779ac37de1ac562745545713.256p.jpg,https://pcpartpicker.com/product/F38Pxr/gigabyte-windforce-oc-geforce-rtx-5060-8-gb-pcie-x8-video-card-gv-n5060wf2oc-8gd,55613.0,Gigabyte,GV-N5060WF2OC-8GD,GeForce RTX 5060,8 GB,GDDR7,2280 MHz,,28000 MHz,PCIe x8,Black,G-Sync,199 mm,145 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
PowerColor Reaper Radeon RX 9060 XT 16 GB Video Card,,https://pcpartpicker.com/product/fzh2FT/powercolor-reaper-radeon-rx-9060-xt-16-gb-video-card-rx9060xt-16g-a,46709.0,PowerColor,RX9060XT 16G-A,Radeon RX 9060 XT,16 GB,GDDR6,2220 MHz,3230 MHz,,PCIe x16,Black,FreeSync,200 mm,160 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,2.0,,
Inno3D X3 OC GeForce RTX 5090 32 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/0f558bb226e573c90c058cab02fbd1c1.256p.jpg,https://pcpartpicker.com/product/Wxtkcf/inno3d-x3-oc-geforce-rtx-5090-32-gb-video-card-n50903-32d7x-17593928,987578.0,Inno3D,N50903-32D7X-17593928,GeForce RTX 5090,32 GB,GDDR7,2017 MHz,2452 MHz,28000 MHz,PCIe x16,Black / Silver,G-Sync,333 mm,575 W,3,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus PRIME OC GeForce RTX 5070 12 GB Video Card,,https://pcpartpicker.com/product/DCy8TW/asus-prime-oc-geforce-rtx-5070-12-gb-video-card-prime-rtx5070-o12g,81741.0,Asus,"prime-rtx5070-o12g, 90YV0M10-M0NA00",GeForce RTX 5070,12 GB,GDDR7,2160 MHz,,,PCIe x16,Black / White,G-Sync,306 mm,250 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
XFX Swift OC Radeon RX 9060 XT 16 GB Video Card,,https://pcpartpicker.com/product/cD7MnQ/xfx-swift-oc-radeon-rx-9060-xt-16-gb-video-card-rx-96ts316b7,65050.0,XFX,RX-96TS316B7,Radeon RX 9060 XT,16 GB,GDDR6,2220 MHz,3320 MHz,,PCIe x16,Black,FreeSync,290 mm,160 W,2,3,3 Fans,1 x PCIe 8-pin,,,,,1.0,,,,2.0,,
ASRock Challenger Radeon RX 9070 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/f016a332e2c52da6b3bc42013e651566.256p.jpg,https://pcpartpicker.com/product/Q8sMnQ/asrock-challenger-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-cl-16g,85245.0,ASRock,"RX9070XT CL 16G, 90-GA61ZZ-00UANF",Radeon RX 9070 XT,16 GB,GDDR6,2400 MHz,2970 MHz,20000 MHz,PCIe x16,Black,FreeSync,290 mm,304 W,2,3,3 Fans,2 x PCIe 8-pin,,,,,1.0,,,,3.0,,
MSI GAMING TRIO OC GeForce RTX 5070 Ti 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/370365e652c3b14625e18aedae953a7b.256p.jpg,https://pcpartpicker.com/product/CgCCmG/msi-gaming-trio-oc-geforce-rtx-5070-ti-16-gb-video-card-geforce-rtx-5070-ti-16g-gaming-trio-oc,196579.0,MSI,"GeForce RTX 5070 Ti 16G GAMING TRIO OC, RTX 5070 Ti 16G GAMING TRIO OC, G507T-16GTC, V531-240R, 912-V531-286",GeForce RTX 5070 Ti,16 GB,GDDR7,2300 MHz,2580 MHz,,PCIe x16,Black,G-Sync,338 mm,300 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Sapphire PULSE Radeon RX 9070 XT 16 GB Video Card,,https://pcpartpicker.com/product/Bvjv6h/sapphire-pulse-radeon-rx-9070-xt-16-gb-video-card-11348-03-20g,94937.0,Sapphire,11348-03-20G,Radeon RX 9070 XT,16 GB,GDDR6,2400 MHz,2970 MHz,,PCIe x16,Black,FreeSync,320 mm,304 W,3,3,3 Fans,2 x PCIe 8-pin,2.0,,,,,,,,2.0,,
MSI SHADOW 2X OC GeForce RTX 5070 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/986e66c86f4581f1ee886ab54482f015.256p.jpg,https://pcpartpicker.com/product/n9cBD3/msi-shadow-2x-oc-geforce-rtx-5070-12-gb-video-card-rtx-5070-12g-shadow-2x-oc,73567.0,MSI,"RTX 5070 12G SHADOW 2X OC, GEFORCE RTX 5070 12G SHADOW 2X OC",GeForce RTX 5070,12 GB,GDDR7,2557 MHz,,28000 MHz,PCIe x16,Black,G-Sync,231 mm,250 W,2,3,2 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
PNY OC GeForce RTX 5070 Ti 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/4fbe161d8b3204734dc5c964dc5443e4.256p.jpg,https://pcpartpicker.com/product/XRvscf/pny-oc-geforce-rtx-5070-ti-16-gb-video-card-vcg5070t16tfxpb1-o,138715.0,PNY,VCG5070T16TFXPB1-O,GeForce RTX 5070 Ti,16 GB,GDDR7,2295 MHz,2572 MHz,28000 MHz,PCIe x16,Black,G-Sync,300 mm,300 W,3,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
PNY VCNRTX6000ADA-PB RTX 6000 Ada Generation 48 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/6ef5b8f1b94982c71019a0d9ac2795e2.256p.jpg,https://pcpartpicker.com/product/82bRsY/pny-vcnrtx6000ada-pb-rtx-6000-ada-generation-48-gb-video-card-vcnrtx6000ada-pb,1049108.0,PNY,VCNRTX6000ADA-PB,RTX 6000 Ada Generation,48 GB,GDDR6,915 MHz,2505 MHz,20000 MHz,PCIe x16,Black / Gold,,267 mm,300 W,2,2,1 Fan,1 x PCIe 16-pin 12VHPWR,,,,,,,4.0,,,,
Gigabyte WINDFORCE OC SFF GeForce RTX 5070 Ti 16 GB Video Card,,https://pcpartpicker.com/product/gXPv6h/gigabyte-windforce-oc-sff-geforce-rtx-5070-ti-16-gb-video-card-gv-n507twf3oc-16gd,163842.0,Gigabyte,GV-N507TWF3OC-16GD,GeForce RTX 5070 Ti,16 GB,GDDR7,2497 MHz,,28000 MHz,PCIe x16,Black,G-Sync,304 mm,300 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
MSI VENTUS 2X XS OC GeForce RTX 3050 8GB 8 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/cd30fd761012460241548ac2a5a9f8a4.256p.jpg,https://pcpartpicker.com/product/3Xn9TW/msi-ventus-2x-xs-oc-geforce-rtx-3050-8gb-8-gb-video-card-rtx-3050-ventus-2x-xs-8g-oc,25689.0,MSI,"RTX 3050 Ventus 2X XS 8G OC, GeForce RTX 3050 Ventus 2X XS 8G OC, V809-4266R, 912-V809-4287",GeForce RTX 3050 8GB,8 GB,GDDR6,1550 MHz,1807 MHz,,PCIe x16,Black / Gray,G-Sync,205 mm,115 W,2,3,2 Fans,1 x PCIe 6-pin,,,1.0,,,,1.0,,,,
ASRock Steel Legend Radeon RX 9070 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/289050b8f57e88a5cc6ea4463310a5ef.256p.jpg,https://pcpartpicker.com/product/RVWmP6/asrock-steel-legend-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-sl-16g,104664.0,ASRock,"RX9070XT SL 16G, 90-GA5DZZ-00UANF",Radeon RX 9070 XT,16 GB,GDDR6,2400 MHz,2970 MHz,,PCIe x16,White / Gray,FreeSync,298 mm,304 W,2,3,3 Fans,2 x PCIe 8-pin,,,,,1.0,,,,3.0,,
NVIDIA Founders Edition GeForce RTX 5090 32 GB Video Card,,https://pcpartpicker.com/product/QD2j4D/nvidia-founders-edition-geforce-rtx-5090-32-gb-video-card-geforce-rtx-5090-founders-edition,,NVIDIA,"GeForce RTX 5090 Founders Edition, 900-1G144-2530-000, 9001G14425300CA, 9001G1442530SCS",GeForce RTX 5090,32 GB,GDDR7,2017 MHz,2407 MHz,,PCIe x16,Black / Silver,G-Sync,304 mm,575 W,2,2,2 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus PRIME GeForce RTX 5070 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/ff0463c9c1bab135e7d0be471295c5ee.256p.jpg,https://pcpartpicker.com/product/wtJBD3/asus-prime-geforce-rtx-5070-12-gb-video-card-prime-rtx5070-12g,66561.0,Asus,"prime-rtx5070-12g, 90YV0M11-M0AA00, 90YV0M11-M0NA00",GeForce RTX 5070,12 GB,GDDR7,2160 MHz,,,PCIe x16,Black / White,G-Sync,306 mm,250 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus PRIME OC GeForce RTX 5070 Ti 16 GB Video Card,,https://pcpartpicker.com/product/c6XMnQ/asus-prime-oc-geforce-rtx-5070-ti-16-gb-video-card-prime-rtx5070ti-o16g,119108.0,Asus,"prime-rtx5070ti-o16g, 90YV0MF0-M0NA00",GeForce RTX 5070 Ti,16 GB,GDDR7,2300 MHz,2527 MHz,,PCIe x16,Black / White,G-Sync,306 mm,300 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte WINDFORCE OC SFF GeForce RTX 5080 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/b593bb95ec0b9a1c2e4bf889f2a8dd32.256p.jpg,https://pcpartpicker.com/product/8dXMnQ/gigabyte-windforce-oc-sff-geforce-rtx-5080-16-gb-video-card-gv-n5080wf3oc-16gd,186250.0,Gigabyte,GV-N5080WF3OC-16GD,GeForce RTX 5080,16 GB,GDDR7,2300 MHz,,,PCIe x16,Black,G-Sync,304 mm,360 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus DUAL Radeon RX 9060 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/e049daeea6a93f7ac4473a2314c95f0b.256p.jpg,https://pcpartpicker.com/product/4ppD4D/asus-dual-radeon-rx-9060-xt-16-gb-video-card-dual-rx9060xt-16g,50212.0,Asus,"DUAL-RX9060XT-16G, 90YV0LG2-M0NA00, 90YV0LG2-MVAA00",Radeon RX 9060 XT,16 GB,GDDR6,2220 MHz,3250 MHz,,PCIe x16,Black,FreeSync,202 mm,160 W,2,3,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,2.0,,
MSI VENTUS 2X OC GeForce RTX 3050 6GB 6 GB Video Card,,https://pcpartpicker.com/product/TGMMnQ/msi-ventus-2x-oc-geforce-rtx-3050-6gb-6-gb-video-card-rtx-3050-ventus-2x-6g-oc,24522.0,MSI,"RTX 3050 VENTUS 2X 6G OC, GeForce RTX 3050 VENTUS 2X 6G OC, V812-015R, 912-V812-015",GeForce RTX 3050 6GB,6 GB,GDDR6,1040 MHz,1492 MHz,,PCIe x16,Black,G-Sync,189 mm,70 W,2,2,2 Fans,,,,,,,,1.0,,,,
ASRock Challenger OC Radeon RX 9060 XT 16 GB Video Card,,https://pcpartpicker.com/product/BxRnTW/asrock-challenger-oc-radeon-rx-9060-xt-16-gb-video-card-rx9060xt-cl-16go,51380.0,ASRock,"RX9060XT CL 16GO, 90-GA5QZZ-00UANF",Radeon RX 9060 XT,16 GB,GDDR6,2220 MHz,3290 MHz,,PCIe x16,Black / Silver,FreeSync,249 mm,160 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,2.0,,
PowerColor Reaper Radeon RX 9070 XT 16 GB Video Card,,https://pcpartpicker.com/product/8ZJBD3/powercolor-reaper-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-16g-a,97746.0,PowerColor,"RX9070XT 16G-A, RX9070XT 16GB-A",Radeon RX 9070 XT,16 GB,GDDR6,2400 MHz,2970 MHz,,PCIe x16,Black / Red,FreeSync,289 mm,304 W,2,2,3 Fans,2 x PCIe 8-pin,,,,,,,,,3.0,,
PNY Dual Fan OC GeForce RTX 5060 Ti 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/905c5188bfef0485bb8f9c8928f1a765.256p.jpg,https://pcpartpicker.com/product/rrqNnQ/pny-dual-fan-oc-geforce-rtx-5060-ti-16-gb-video-card-vcg5060t16dfxpb1-o,64108.0,PNY,VCG5060T16DFXPB1-O,GeForce RTX 5060 Ti,16 GB,GDDR7,2407 MHz,2691 MHz,28000 MHz,PCIe x16,Black,G-Sync,245 mm,180 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
Asus TUF GAMING OC GeForce RTX 5070 Ti 16 GB Video Card,,https://pcpartpicker.com/product/ybjv6h/asus-tuf-gaming-oc-geforce-rtx-5070-ti-16-gb-video-card-tuf-rtx5070ti-o16g-gaming,184014.0,Asus,"tuf-rtx5070ti-o16g-gaming, 90YV0MD0-M0NA00, 90YV0MD0-M0AA00",GeForce RTX 5070 Ti,16 GB,GDDR7,2300 MHz,2610 MHz,,PCIe x16,Black / Silver,G-Sync,329 mm,300 W,2,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,2.0,,,,,3.0,
Asus TUF GAMING OC GeForce RTX 5080 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/a5d521869c682b9b728f2a33f3c555ac.256p.jpg,https://pcpartpicker.com/product/gTHp99/asus-tuf-gaming-oc-geforce-rtx-5080-16-gb-video-card-tuf-rtx5080-o16g-gaming,188299.0,Asus,"TUF-RTX5080-O16G-GAMING, 90YV0M30-M0NA00",GeForce RTX 5080,16 GB,GDDR7,2300 MHz,,,PCIe x16,Black / Silver,G-Sync,348 mm,360 W,2,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,2.0,,,,,3.0,
NVIDIA Founders Edition GeForce RTX 5070 12 GB Video Card,,https://pcpartpicker.com/product/m4qNnQ/nvidia-founders-edition-geforce-rtx-5070-12-gb-video-card-900-1g146-2570-000,64225.0,NVIDIA,900-1G146-2570-000,GeForce RTX 5070,12 GB,GDDR7,2160 MHz,2510 MHz,,PCIe x16,Black / Gray,G-Sync,242 mm,250 W,2,2,2 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus ROG Astral OC GeForce RTX 5080 16 GB Video Card,,https://pcpartpicker.com/product/FfHp99/asus-rog-astral-oc-geforce-rtx-5080-16-gb-video-card-rog-astral-rtx5080-o16g-gaming,216033.0,Asus,"rog-astral-rtx5080-o16g-gaming, 90YV0LV0-M0NA00",GeForce RTX 5080,16 GB,GDDR7,2300 MHz,,,PCIe x16,Black / Silver,G-Sync,358 mm,360 W,2,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,2.0,,,,,3.0,
NVIDIA Founders Edition GeForce RTX 5080 16 GB Video Card,,https://pcpartpicker.com/product/87WmP6/nvidia-founders-edition-geforce-rtx-5080-16-gb-video-card-900-1g144-2545-000,197349.0,NVIDIA,900-1G144-2545-000,GeForce RTX 5080,16 GB,GDDR7,2300 MHz,2620 MHz,,PCIe x16,Black / Gray,G-Sync,304 mm,360 W,2,2,2 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus PRIME GeForce RTX 5060 Ti 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/29d0c5fc21054e86e0745c1395dc8e7e.256p.jpg,https://pcpartpicker.com/product/M64Pxr/asus-prime-geforce-rtx-5060-ti-16-gb-video-card-prime-rtx5060ti-16g,85726.0,Asus,"prime-rtx5060ti-16g, 90YV0MH3-M0NA00, 90YV0MH3-MVAA00",GeForce RTX 5060 Ti,16 GB,GDDR7,2410 MHz,2602 MHz,,PCIe x16,Black,G-Sync,304 mm,180 W,2,3,3 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
MSI GAMING TRIO OC GeForce RTX 5090 32 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/95f27af65a763da39cf414b23ee93a8f.256p.jpg,https://pcpartpicker.com/product/r7WmP6/msi-gaming-trio-oc-geforce-rtx-5090-32-gb-video-card-geforce-rtx-5090-32g-gaming-trio-oc,432062.0,MSI,"GeForce RTX 5090 32G GAMING TRIO OC, G5090-32GTC, RTX 5090 32G GAMING TRIO OC, 912-V530-014, V530-014R",GeForce RTX 5090,32 GB,GDDR7,2010 MHz,,,PCIe x16,Black / Silver,G-Sync,359 mm,575 W,2,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus ROG Astral OC GeForce RTX 5090 32 GB Video Card,,https://pcpartpicker.com/product/FVG2FT/asus-rog-astral-oc-geforce-rtx-5090-32-gb-video-card-rog-astral-rtx5090-o32g-white,513135.0,Asus,"rog-astral-rtx5090-o32g-white, 90YV0LWA-M0NA00, 90YV0LWA-MVAA00",GeForce RTX 5090,32 GB,GDDR7,2010 MHz,2610 MHz,,PCIe x16,White,G-Sync,358 mm,575 W,2,4,4 Fans,1 x PCIe 16-pin 12VHPWR,,,,,2.0,,,,,3.0,
XFX Swift Radeon RX 9070 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/c1c0551489e7f81cd521f6bfc7dac233.256p.jpg,https://pcpartpicker.com/product/T7RnTW/xfx-swift-radeon-rx-9070-xt-16-gb-video-card-rx-97tswf3b9,90594.0,XFX,RX-97TSWF3B9,Radeon RX 9070 XT,16 GB,GDDR6,1660 MHz,2970 MHz,,PCIe x16,Black,FreeSync,325 mm,304 W,2,4,3 Fans,2 x PCIe 8-pin,,,,,,,,3.0,,,
XFX Swift OC Radeon RX 9060 XT 16 GB Video Card,,https://pcpartpicker.com/product/DRYfrH/xfx-swift-oc-radeon-rx-9060-xt-16-gb-video-card-rx-96tsw16bq,53858.0,XFX,RX-96TSW16BQ,Radeon RX 9060 XT,16 GB,GDDR6,2220 MHz,3320 MHz,,PCIe x16,Black,FreeSync,270 mm,160 W,2,3,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,2.0,,
MSI VENTUS 3X OC GeForce RTX 5070 Ti 16 GB Video Card,,https://pcpartpicker.com/product/zcqNnQ/msi-ventus-3x-oc-geforce-rtx-5070-ti-16-gb-video-card-geforce-rtx-5070-ti-16g-ventus-3x-oc,126117.0,MSI,"GeForce RTX 5070 Ti 16G VENTUS 3X OC, G507T-16V3C, RTX 5070 Ti 16G VENTUS 3X OC, V531-092R, 912-V531-083",GeForce RTX 5070 Ti,16 GB,GDDR7,2300 MHz,2497 MHz,,PCIe x16,Silver / Black,G-Sync,303 mm,300 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Sapphire NITRO+ Radeon RX 9070 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/1add1f9857eec8cf98c8963331dfe4b6.256p.jpg,https://pcpartpicker.com/product/ZQPv6h/sapphire-nitro-radeon-rx-9070-xt-16-gb-video-card-11348-01-20g,104981.0,Sapphire,11348-01-20G,Radeon RX 9070 XT,16 GB,GDDR6,2520 MHz,3060 MHz,,PCIe x16,Black,FreeSync,331 mm,330 W,3,4,3 Fans,1 x PCIe 16-pin 12VHPWR,2.0,,,,,,,,2.0,,
