Name,Image URL,Product URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,HDMI 2.1b Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,DisplayPort 2.1a Outputs,DisplayPort 2.1b Outputs,SLI/CrossFire
PNY OC GeForce RTX 5070 12 GB Video Card,,https://pcpartpicker.com/product/P89nTW/pny-oc-geforce-rtx-5070-12-gb-video-card-vcg507012tfxpb1-o,81741.0,PNY,VCG507012TFXPB1-O,GeForce RTX 5070,12 GB,GDDR7,2325 MHz,2587 MHz,,PCIe x16,Black,G-Sync,300 mm,250 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
XFX Swift OC Radeon RX 9060 XT 16 GB Video Card,,https://pcpartpicker.com/product/yny8TW/xfx-swift-oc-radeon-rx-9060-xt-16-gb-video-card-rx-96ts316w7,55552.0,XFX,RX-96TS316W7,Radeon RX 9060 XT,16 GB,GDDR6,2220 MHz,3320 MHz,,PCIe x16,White,FreeSync,290 mm,160 W,2,3,3 Fans,1 x PCIe 8-pin,,,,,1.0,,,,2.0,,
NVIDIA Founders Edition GeForce RTX 3060 Ti 8 GB Video Card,,https://pcpartpicker.com/product/wvgQzy/nvidia-geforce-rtx-3060-ti-8-gb-founders-edition-video-card-900-1g142-2520-000,51961.0,NVIDIA,900-1G142-2520-000,GeForce RTX 3060 Ti,8 GB,GDDR6,1410 MHz,1670 MHz,14000 MHz,PCIe x16,Black / Silver,G-Sync,242 mm,200 W,2,2,2 Fans,1 x PCIe 12-pin,1.0,3.0,,,,,,,,,
MSI VENTUS 2X BLACK OC GeForce RTX 4060 8 GB Video Card,,https://pcpartpicker.com/product/7s88TW/msi-ventus-2x-black-oc-geforce-rtx-4060-8-gb-video-card-rtx-4060-ventus-2x-black-8g-oc,69948.0,MSI,"RTX 4060 VENTUS 2X BLACK 8G OC, GeForce RTX 4060 VENTUS 2X BLACK 8G OC, 912-V516-004, V516-004R, G4060V2XB8C",GeForce RTX 4060,8 GB,GDDR6,1830 MHz,2505 MHz,,PCIe x16,Black,G-Sync,199 mm,115 W,2,2,2 Fans,1 x PCIe 8-pin,,,,1.0,,,3.0,,,,
Gigabyte GAMING OC GeForce RTX 5060 Ti 16 GB Video Card,,https://pcpartpicker.com/product/js8Pxr/gigabyte-gaming-oc-geforce-rtx-5060-ti-16-gb-video-card-gv-n506tgaming-oc-16gd,91434.0,Gigabyte,GV-N506TGAMING OC-16GD,GeForce RTX 5060 Ti,16 GB,GDDR7,2410 MHz,2647 MHz,,PCIe x16,Black,G-Sync,281 mm,180 W,2,2,3 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
Gigabyte AERO OC GeForce RTX 5070 Ti 16 GB Video Card,,https://pcpartpicker.com/product/ttgZxr/gigabyte-aero-oc-geforce-rtx-5070-ti-16-gb-video-card-gv-n507taero-oc-16gd,196236.0,Gigabyte,GV-N507TAERO OC-16GD,GeForce RTX 5070 Ti,16 GB,GDDR7,2588 MHz,,28000 MHz,PCIe x16,White / Silver,G-Sync,340 mm,300 W,3,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
ASRock Challenger OC Arc B580 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/370f3e820daf59ae47e87c94e296822d.256p.jpg,https://pcpartpicker.com/product/bYcBD3/asrock-challenger-oc-arc-b580-12-gb-video-card-b580-cl-12go,33864.0,ASRock,"B580 CL 12GO, 90-GA5LZZ-00UANF",Arc B580,12 GB,GDDR6,2670 MHz,2740 MHz,,PCIe x16,Black,,249 mm,190 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,,,,3.0,,,
PowerColor Hellhound OC Radeon RX 9070 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/7b81884d452c572f52509f613a1d328f.256p.jpg,https://pcpartpicker.com/product/rGPv6h/powercolor-hellhound-oc-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-16g-loc,84076.0,PowerColor,RX9070XT 16G-L/OC,Radeon RX 9070 XT,16 GB,GDDR6,2400 MHz,3010 MHz,,PCIe x16,Black,FreeSync,327 mm,304 W,2,3,3 Fans,2 x PCIe 8-pin,,,,,,,,,3.0,,
MSI SHADOW 2X OC GeForce RTX 5050 8 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/417ef0fca6cbb4b12abd9e23267e57dc.256p.jpg,https://pcpartpicker.com/product/dwDnTW/msi-shadow-2x-oc-geforce-rtx-5050-8-gb-video-card-rtx-5050-8g-shadow-2x-oc,33864.0,MSI,RTX 5050 8G SHADOW 2X OC,GeForce RTX 5050,8 GB,GDDR6,2317 MHz,2617 MHz,,PCIe x16,Black,G-Sync,197 mm,130 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
Asus DUAL OC GeForce RTX 5060 8 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/23a1e1dd2f60fa785cdb2997371feabf.256p.jpg,https://pcpartpicker.com/product/xNy8TW/asus-dual-oc-geforce-rtx-5060-8-gb-video-card-dual-rtx5060-o8g,35031.0,Asus,"dual-rtx5060-o8g, 90YV0N12-M0AA00, 90YV0N12-MVAA00, 90YV0N12-M0NA00",GeForce RTX 5060,8 GB,GDDR7,2280 MHz,2565 MHz,28000 MHz,PCIe x16,Black,G-Sync,228 mm,145 W,2,3,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
MSI SHADOW 3X OC GeForce RTX 5070 Ti 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/7221b486502c1d25055ea2c4178c77c9.256p.jpg,https://pcpartpicker.com/product/8VcBD3/msi-shadow-3x-oc-geforce-rtx-5070-ti-16-gb-video-card-g507t-16s3c,96922.0,MSI,"G507T-16S3C, GeForce RTX 5070 Ti 16G SHADOW 3X OC, RTX 5070 Ti 16G SHADOW 3X OC",GeForce RTX 5070 Ti,16 GB,GDDR7,2300 MHz,2497 MHz,,PCIe x16,Black,G-Sync,303 mm,300 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus PRIME OC GeForce RTX 5080 16 GB Video Card,,https://pcpartpicker.com/product/KJVfrH/asus-prime-oc-geforce-rtx-5080-16-gb-video-card-prime-rtx5080-o16g,178665.0,Asus,"PRIME-RTX5080-O16G, 90YV0LX0-M0NA00",GeForce RTX 5080,16 GB,GDDR7,2300 MHz,,,PCIe x16,Black / White,G-Sync,306 mm,360 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte AORUS MASTER GeForce RTX 5090 32 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/3b48514507cb494a63445b44ad4592ec.256p.jpg,https://pcpartpicker.com/product/rHh2FT/gigabyte-aorus-master-geforce-rtx-5090-32-gb-video-card-gv-n5090aorusm-ice-32gd,610967.0,Gigabyte,GV-N5090AORUSM ICE-32GD,GeForce RTX 5090,32 GB,GDDR7,2010 MHz,2655 MHz,,PCIe x16,White,G-Sync,360 mm,575 W,3,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte GAMING OC GeForce RTX 5080 16 GB Video Card,,https://pcpartpicker.com/product/7P3WGX/gigabyte-gaming-oc-geforce-rtx-5080-16-gb-video-card-gv-n5080gaming-oc-16gd,234346.0,Gigabyte,GV-N5080GAMING OC-16GD,GeForce RTX 5080,16 GB,GDDR7,2300 MHz,,,PCIe x16,Black,G-Sync,340 mm,360 W,3,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,,,,,,3.0,
ASRock Challenger Radeon RX 9070 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/4b0008912e6c94054f947bf95256f000.256p.jpg,https://pcpartpicker.com/product/KXkqqs/asrock-challenger-radeon-rx-9070-16-gb-video-card-rx9070-cl-16g,74729.0,ASRock,"RX9070 CL 16G, 90-GA5NZZ-00UANF",Radeon RX 9070,16 GB,GDDR6,2070 MHz,2520 MHz,,PCIe x16,Black / Silver,FreeSync,290 mm,220 W,2,3,3 Fans,2 x PCIe 8-pin,,,,,1.0,,,,3.0,,
Asus PRIME GeForce RTX 5080 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/d3b30a207c7d1f6425a742e9169a8ee0.256p.jpg,https://pcpartpicker.com/product/q6XMnQ/asus-prime-geforce-rtx-5080-16-gb-video-card-prime-rtx5080-16g,163484.0,Asus,"PRIME-RTX5080-16G, 90YV0LX1-M0NA00",GeForce RTX 5080,16 GB,GDDR7,2300 MHz,,,PCIe x16,Black / White,G-Sync,306 mm,360 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
XFX GTS XXX Radeon RX 580 8 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/7a8d66854d65f497aca573e84772d861.256p.jpg,https://pcpartpicker.com/product/MsWfrH/xfx-gts-xxx-radeon-rx-580-8-gb-video-card-rx-580p8dfd6,25105.0,XFX,RX-580P8DFD6,Radeon RX 580,8 GB,GDDR5,1366 MHz,1386 MHz,8100 MHz,PCIe x16,Black / Red,FreeSync,270 mm,185 W,2,2,2 Fans,1 x PCIe 8-pin,1.0,3.0,1.0,,,,,,,,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Asus TUF GAMING OC GeForce RTX 5070 Ti 16 GB Video Card,,https://pcpartpicker.com/product/Rdrp99/asus-tuf-gaming-oc-geforce-rtx-5070-ti-16-gb-video-card-tuf-rtx5070ti-o16g-white-gaming,171305.0,Asus,"TUF-RTX5070TI-O16G-WHITE-GAMING, 90YV0MD3-M0NA00",GeForce RTX 5070 Ti,16 GB,GDDR7,2300 MHz,2610 MHz,,PCIe x16,White / Silver,G-Sync,329 mm,300 W,2,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,2.0,,,,,3.0,
XFX Speedster MERC 310 Black Edition Radeon RX 7900 XTX 24 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/4b6e1666bdde2d084cb87b98ba5d8b30.256p.jpg,https://pcpartpicker.com/product/GtXJ7P/xfx-speedster-merc-310-black-edition-radeon-rx-7900-xtx-24-gb-video-card-rx-79xmercb9,132538.0,XFX,RX-79XMERCB9,Radeon RX 7900 XTX,24 GB,GDDR6,2300 MHz,2615 MHz,,PCIe x16,Black / Silver,FreeSync,344 mm,355 W,2,3,3 Fans,3 x PCIe 8-pin,,,,,,,,3.0,,,
Gigabyte GAMING OC Radeon RX 9060 XT 8 GB Video Card,,https://pcpartpicker.com/product/zTpD4D/gigabyte-gaming-oc-radeon-rx-9060-xt-8-gb-video-card-gv-r9060xtgaming-oc-8gd,38535.0,Gigabyte,GV-R9060XTGAMING OC-8GD,Radeon RX 9060 XT,8 GB,GDDR6,2220 MHz,3320 MHz,,PCIe x16,Black,FreeSync,281 mm,160 W,2,2,3 Fans,1 x PCIe 8-pin,,,,,1.0,,,,2.0,,
Gigabyte WINDFORCE OC Rev 2.0 GeForce RTX 3060 12GB 12 GB Video Card,,https://pcpartpicker.com/product/rvNYcf/gigabyte-windforce-oc-rev-20-geforce-rtx-3060-12gb-12-gb-video-card-gv-n3060wf2oc-12gd-rev20,36199.0,Gigabyte,GV-N3060WF2OC-12GD REV2.0,GeForce RTX 3060 12GB,12 GB,GDDR6,1320 MHz,1792 MHz,15000 MHz,PCIe x16,Black,G-Sync,198 mm,170 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,,,2.0,,,,
MSI GT 710 2GD3 LP GeForce GT 710 2 GB Video Card,https://m.media-amazon.com/images/I/41dQe-GXE9L.jpg,https://pcpartpicker.com/product/2BjWGX/msi-video-card-gt7102gd3lp,6713.0,MSI,GT 710 2GD3 LP,GeForce GT 710,2 GB,DDR3,954 MHz,,1600 MHz,PCIe x16,Black,,146 mm,19 W,1,1,1 Fan,,1.0,,1.0,,,,,,,,
MSI VENTUS 2X PLUS OC GeForce RTX 5060 Ti 8 GB Video Card,,https://pcpartpicker.com/product/3jWmP6/msi-ventus-2x-plus-oc-geforce-rtx-5060-ti-8-gb-video-card-rtx-5060-ti-8g-ventus-2x-oc-plus,47877.0,MSI,"RTX 5060 Ti 8G VENTUS 2X OC PLUS, GeForce RTX 5060 Ti 8G VENTUS 2X OC PLUS, G506T-8V2CP, 912-V536-001, V536-001R",GeForce RTX 5060 Ti,8 GB,GDDR7,2410 MHz,2617 MHz,28000 MHz,PCIe x16,Black / Gray,G-Sync,227 mm,180 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
Gigabyte EAGLE OC SFF GeForce RTX 5070 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/a3192df075922ee3bd6fe1e04301b624.256p.jpg,https://pcpartpicker.com/product/ypG2FT/gigabyte-eagle-oc-sff-geforce-rtx-5070-12-gb-video-card-gv-n5070eagleoc-ice-12gd,95852.0,Gigabyte,GV-N5070EAGLEOC-ICE-12GD,GeForce RTX 5070,12 GB,GDDR7,2160 MHz,2587 MHz,28000 MHz,PCIe x16,White,G-Sync,290 mm,250 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte GAMING OC GeForce RTX 5070 Ti 16 GB Video Card,,https://pcpartpicker.com/product/hP3WGX/gigabyte-gaming-oc-geforce-rtx-5070-ti-16-gb-video-card-gv-n507tgaming-oc-16gd,177837.0,Gigabyte,GV-N507TGAMING OC-16GD,GeForce RTX 5070 Ti,16 GB,GDDR7,2588 MHz,,28000 MHz,PCIe x16,Black,G-Sync,340 mm,300 W,3,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus PRIME GeForce RTX 5060 8 GB Video Card,,https://pcpartpicker.com/product/k7CCmG/asus-prime-geforce-rtx-5060-8-gb-video-card-prime-rtx5060-8g,38535.0,Asus,"prime-rtx5060-8g, 90YV0N11-MVAA00, 90YV0N11-M0AA00, 90YV0N11-M0NA00",GeForce RTX 5060,8 GB,GDDR7,2280 MHz,2527 MHz,28000 MHz,PCIe x16,Black,G-Sync,268 mm,145 W,2,3,3 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
Gigabyte WINDFORCE OC GeForce RTX 5060 Ti 16 GB PCIe x8 Video Card,,https://pcpartpicker.com/product/ZjWmP6/gigabyte-windforce-oc-geforce-rtx-5060-ti-16-gb-pcie-x8-video-card-gv-n506twf2oc-16gd,57219.0,Gigabyte,GV-N506TWF2OC-16GD,GeForce RTX 5060 Ti,16 GB,GDDR7,2410 MHz,2587 MHz,,PCIe x8,Black,G-Sync,208 mm,180 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
Asus PRIME OC Radeon RX 9060 XT 16 GB Video Card,,https://pcpartpicker.com/product/Xwy8TW/asus-prime-oc-radeon-rx-9060-xt-16-gb-video-card-prime-rx9060xt-o16g,51380.0,Asus,"PRIME-RX9060XT-O16G, 90YV0LF1-M0NA00",Radeon RX 9060 XT,16 GB,GDDR6,2220 MHz,3330 MHz,,PCIe x16,Black,FreeSync,304 mm,160 W,2,3,3 Fans,1 x PCIe 8-pin,,,,,1.0,,,,2.0,,
Gigabyte WINDFORCE OC GeForce RTX 4070 12 GB Video Card,,https://pcpartpicker.com/product/FnLdnQ/gigabyte-windforce-oc-geforce-rtx-4070-12-gb-video-card-gv-n4070wf3oc-12gd,,Gigabyte,GV-N4070WF3OC-12GD,GeForce RTX 4070,12 GB,GDDR6X,1920 MHz,2490 MHz,,PCIe x16,Black,G-Sync,261 mm,200 W,2,3,3 Fans,1 x PCIe 8-pin,,,,1.0,,3.0,,,,,
MSI VENTUS 2X PLUS OC GeForce RTX 5060 Ti 16 GB Video Card,,https://pcpartpicker.com/product/RM3WGX/msi-ventus-2x-plus-oc-geforce-rtx-5060-ti-16-gb-video-card-rtx-5060-ti-16g-ventus-2x-oc-plus,89378.0,MSI,"RTX 5060 Ti 16G VENTUS 2X OC PLUS, G506T-16V2CP, V535-005R, 912-V535-005, GeForce RTX 5060 Ti 16G VENTUS 2X OC PLUS",GeForce RTX 5060 Ti,16 GB,GDDR7,2410 MHz,2617 MHz,28000 MHz,PCIe x16,Black / Gray,G-Sync,227 mm,180 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
Zotac Twin Edge OC GeForce RTX 5060 Ti 16 GB Video Card,,https://pcpartpicker.com/product/zWrp99/zotac-twin-edge-oc-geforce-rtx-5060-ti-16-gb-video-card-zt-b50620h-10m,101474.0,Zotac,ZT-B50620H-10M,GeForce RTX 5060 Ti,16 GB,GDDR7,2410 MHz,2602 MHz,28000 MHz,PCIe x16,Black,G-Sync,220 mm,180 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
ASRock Phantom Gaming OC Radeon RX 7900 XTX 24 GB Video Card,,https://pcpartpicker.com/product/gCBG3C/asrock-phantom-gaming-oc-radeon-rx-7900-xtx-24-gb-video-card-rx7900xtx-pg-24go,117111.0,ASRock,"RX7900XTX PG 24GO, 90-GA3YZZ-00UANF",Radeon RX 7900 XTX,24 GB,GDDR6,2300 MHz,2615 MHz,,PCIe x16,Black,FreeSync,330 mm,355 W,2,3,3 Fans,3 x PCIe 8-pin,,,,,,,,3.0,,,
XFX Speedster SWFT 210 Core Radeon RX 7600 8 GB Video Card,https://m.media-amazon.com/images/I/41qsQY8oXcL.jpg,https://pcpartpicker.com/product/6jn9TW/xfx-speedster-swft-210-core-radeon-rx-7600-xt-8-gb-video-card-rx-76pswftfy,38022.0,XFX,RX-76PSWFTFY,Radeon RX 7600,8 GB,GDDR6,1875 MHz,2655 MHz,18000 MHz,PCIe x16,Black,FreeSync,241 mm,165 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,,,,3.0,,,
Asus Dual GeForce RTX 3060 V2 OC Edition GeForce RTX 3060 12GB 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/a6cfb4e58daecb7b49fb19b0f5268a56.256p.jpg,https://pcpartpicker.com/product/KXYmP6/asus-geforce-rtx-3060-12-gb-dual-oc-v2-video-card-dual-rtx3060-o12g-v2,45542.0,Asus,"DUAL-RTX3060-O12G-V2, 90YV0GB2-M0NA10",GeForce RTX 3060 12GB,12 GB,GDDR6,1320 MHz,1867 MHz,15000 MHz,PCIe x16,Black,G-Sync,200 mm,170 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,,,3.0,,,,
Gigabyte GAMING OC GeForce RTX 5090 32 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/082be5f3ed8c7574ada8ed2cecddcb5c.256p.jpg,https://pcpartpicker.com/product/23bypg/gigabyte-gaming-oc-geforce-rtx-5090-32-gb-video-card-gv-n5090gaming-oc-32gd,440125.0,Gigabyte,GV-N5090GAMING OC-32GD,GeForce RTX 5090,32 GB,GDDR7,2010 MHz,2550 MHz,,PCIe x16,Black,G-Sync,342 mm,575 W,3,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
ASRock Challenger OC Radeon RX 7700 XT 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/fdfa1b89cb54fb91483ca1fbc6b57f3f.256p.jpg,https://pcpartpicker.com/product/8wDQzy/asrock-challenger-oc-radeon-rx-7700-xt-12-gb-video-card-rx7700xt-cl-12go,46709.0,ASRock,"RX7700XT CL 12GO, 90-GA4QZZ-00UANF",Radeon RX 7700 XT,12 GB,GDDR6,1700 MHz,2584 MHz,,PCIe x16,Black,FreeSync,266 mm,245 W,2,3,2 Fans,2 x PCIe 8-pin,,,,,,,,3.0,,,
MSI GAMING TRIO OC GeForce RTX 5080 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/b9d497b4a6cf3f7d1d475cb03ca001d3.256p.jpg,https://pcpartpicker.com/product/3Ftkcf/msi-gaming-trio-oc-geforce-rtx-5080-16-gb-video-card-geforce-rtx-5080-16g-gaming-trio-oc,194897.0,MSI,"GeForce RTX 5080 16G GAMING TRIO OC, RTX 5080 16G GAMING TRIO OC, G5080-16GTC, V531-005R, 912-V531-005",GeForce RTX 5080,16 GB,GDDR7,2300 MHz,,,PCIe x16,Black / Silver,G-Sync,338 mm,360 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Sparkle GUARDIAN OC Arc B570 10 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/202a483fa844f57205559d09fde92b21.256p.jpg,https://pcpartpicker.com/product/HBZWGX/sparkle-guardian-oc-arc-b570-10-gb-video-card-sb570g-10goc,30597.0,Sparkle,"SB570G-10GOC, 1A1-S00421600G",Arc B570,10 GB,GDDR6,2500 MHz,2660 MHz,,PCIe x16,Blue / White,,242 mm,170 W,2,3,2 Fans,1 x PCIe 8-pin,,,,,,,,3.0,,,
MSI VENTUS 3X OC BLACK GeForce RTX 5070 Ti 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/f358cee8822de3bf68692b864fd665e2.256p.jpg,https://pcpartpicker.com/product/q6dMnQ/msi-ventus-3x-oc-black-geforce-rtx-5070-ti-16-gb-video-card-geforce-rtx-5070-ti-16g-ventus-3x-oc-black,,MSI,"GeForce RTX 5070 Ti 16G VENTUS 3X OC BLACK, G507T-16V3CB, RTX 5070 Ti 16G VENTUS 3X OC BLACK",GeForce RTX 5070 Ti,16 GB,GDDR7,2300 MHz,2497 MHz,,PCIe x16,Black,G-Sync,303 mm,300 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus TUF GAMING OC GeForce RTX 5070 12 GB Video Card,,https://pcpartpicker.com/product/Mf8Pxr/asus-tuf-gaming-oc-geforce-rtx-5070-12-gb-video-card-tuf-rtx5070-o12g-gaming,86412.0,Asus,"tuf-rtx5070-o12g-gaming, 90YV0LZ0-M0NA00",GeForce RTX 5070,12 GB,GDDR7,2160 MHz,,,PCIe x16,Black / Silver,G-Sync,329 mm,250 W,2,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,2.0,,,,,3.0,
MSI VENTUS 3X OC GeForce RTX 5080 16 GB Video Card,,https://pcpartpicker.com/product/9BcBD3/msi-ventus-3x-oc-geforce-rtx-5080-16-gb-video-card-g5080-16v3cw,193730.0,MSI,"G5080-16V3CW, RTX 5080 16G VENTUS 3X OC WHITE, GeForce RTX 5080 16G VENTUS 3X OC WHITE, 912-V531-062, V531-062R",GeForce RTX 5080,16 GB,GDDR7,2300 MHz,2655 MHz,,PCIe x16,White,G-Sync,303 mm,360 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
XFX Swift Radeon RX 9070 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/66ab940d990308e87d1e2f33130d0831.256p.jpg,https://pcpartpicker.com/product/ZdHp99/xfx-swift-radeon-rx-9070-xt-16-gb-video-card-rx-97tswf3w9,92930.0,XFX,RX-97TSWF3W9,Radeon RX 9070 XT,16 GB,GDDR6,1660 MHz,2970 MHz,,PCIe x16,White,FreeSync,325 mm,304 W,2,4,3 Fans,2 x PCIe 8-pin,,,,,,,,3.0,,,
MSI VENTUS 2X OC GeForce RTX 5070 12 GB Video Card,,https://pcpartpicker.com/product/D3bypg/msi-ventus-2x-oc-geforce-rtx-5070-12-gb-video-card-geforce-rtx-5070-12g-ventus-2x-oc,78362.0,MSI,"GeForce RTX 5070 12G VENTUS 2X OC, G5070-12V2C, RTX 5070 12G VENTUS 2X OC, V532-003R, 912-V532-003",GeForce RTX 5070,12 GB,GDDR7,2160 MHz,2557 MHz,,PCIe x16,Silver / Black,G-Sync,236 mm,250 W,2,3,2 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Sapphire PURE Radeon RX 9070 XT 16 GB Video Card,,https://pcpartpicker.com/product/TmDnTW/sapphire-pure-radeon-rx-9070-xt-16-gb-video-card-11348-02-20g,125070.0,Sapphire,11348-02-20G,Radeon RX 9070 XT,16 GB,GDDR6,2460 MHz,3010 MHz,,PCIe x16,White,FreeSync,320 mm,317 W,3,3,3 Fans,2 x PCIe 8-pin,2.0,,,,,,,,2.0,,
XFX RX-79TMBABF9 Radeon RX 7900 XT 20 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/a05245760a1b9fd2988847a60767d99e.256p.jpg,https://pcpartpicker.com/product/nMPQzy/xfx-rx-79tmbabf9-radeon-rx-7900-xt-20-gb-video-card-rx-79tmbabf9,81251.0,XFX,RX-79TMBABF9,Radeon RX 7900 XT,20 GB,GDDR6,2000 MHz,2400 MHz,,PCIe x16,Black,FreeSync,276 mm,300 W,2,3,3 Fans,2 x PCIe 8-pin,,,,,,,,2.0,,,
Asus TUF GAMING OC GeForce GTX 1660 SUPER 6 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/f61456701d1322e072508a4c608b7732.256p.jpg,https://pcpartpicker.com/product/CH4BD3/asus-geforce-gtx-1660-super-6-gb-tuf-gaming-oc-video-card-tuf-gtx1660s-o6g-gaming,33046.0,Asus,"TUF-GTX1660S-O6G-GAMING, 90YV0DT2-M0NA00, 90YV0DT2-M0AA00",GeForce GTX 1660 SUPER,6 GB,GDDR6,1530 MHz,1845 MHz,14002 MHz,PCIe x16,Black,G-Sync,206 mm,125 W,2,2,2 Fans,1 x PCIe 8-pin,1.0,1.0,1.0,,,,,,,,
PowerColor Reaper Radeon RX 9070 16 GB Video Card,,https://pcpartpicker.com/product/mL9nTW/powercolor-reaper-radeon-rx-9070-16-gb-video-card-rx9070-16g-a,70063.0,PowerColor,"RX9070 16G-A, RX9070 16GB-A",Radeon RX 9070,16 GB,GDDR6,2070 MHz,2520 MHz,,PCIe x16,Black,FreeSync,289 mm,220 W,2,2,3 Fans,2 x PCIe 8-pin,,,,,,,,,3.0,,
Asus ROG STRIX GAMING OC GeForce RTX 5070 Ti 16 GB Video Card,,https://pcpartpicker.com/product/Pm8Pxr/asus-rog-strix-gaming-oc-geforce-rtx-5070-ti-16-gb-video-card-rog-strix-rtx5070ti-o16g-gaming,126116.0,Asus,"rog-strix-rtx5070ti-o16g-gaming, 90YV0M90-M0NA00, 90YV0M90-MVAA00, ROG-STRIX-RTX5070TI-O16G",GeForce RTX 5070 Ti,16 GB,GDDR7,2300 MHz,2625 MHz,,PCIe x16,Black / Silver,G-Sync,332 mm,300 W,2,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,2.0,,,,,3.0,
Acer Nitro OC Arc B580 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/d72d8ec3a712557e96614f1a6c5d0de9.256p.jpg,https://pcpartpicker.com/product/TLkqqs/acer-nitro-oc-arc-b580-12-gb-video-card-dpz4bwwp01,29193.0,Acer,"DP.Z4BWW.P01, AN-B580-OCA",Arc B580,12 GB,GDDR6,2740 MHz,,,PCIe x16,Black / Silver,,268 mm,190 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,,,,3.0,,,
